provincia,provincia_poblacion,canton,canton_poblacion,total,acumuladas,lat,lng,mes
Cañar,281396,El Tambo,12462,3,26,-2.508100000000000,-78.92489999999999,7
Cañar,281396,La Troncal,76872,29,238,-2.400000000000000,-79.33000000000000,7
Cañar,281396,Suscal,6516,0,19,-2.436400000000000,-79.05220000000000,7
Chimborazo,524004,Alausí,45054,28,134,-2.200000000000000,-78.84999999999999,7
Chimborazo,524004,Chambo,13378,3,46,-1.733333000000000,-78.58333300000000,7
Chimborazo,524004,Chunchi,12795,6,52,-2.283333000000000,-78.91666700000000,7
Chimborazo,524004,Colta,44838,22,163,-1.700000000000000,-78.75000000000000,7
Chimborazo,524004,Cumandá,17973,5,44,-2.200000000000000,-79.13333299999999,7
Chimborazo,524004,Guamote,58291,16,157,-1.933333000000000,-78.71666700000000,7
Chimborazo,524004,Guano,48395,20,125,-1.583333000000000,-78.63333299999999,7
Chimborazo,524004,Pallatanga,12277,4,35,-1.983333000000000,-78.95000000000000,7
Chimborazo,524004,Penipe,6955,2,24,-1.557300000000000,-78.53959999999999,7
Chimborazo,524004,Riobamba,264048,170,1447,-1.674347000000000,-78.64829400000001,7
Cotopaxi,488716,La Maná,56905,12,123,-0.9300000000000000,-79.22000000000000,7
Cotopaxi,488716,Latacunga,205624,137,1210,-0.9333330000000000,-78.61666700000001,7
Cotopaxi,488716,Pangua,24612,4,70,-1.133333000000000,-79.06666700000000,7
Cotopaxi,488716,Pujilí,79772,21,177,-0.9500000000000000,-78.69000000000000,7
Cotopaxi,488716,Salcedo,67100,28,197,-1.050000000000000,-78.58333300000000,7
Cotopaxi,488716,Saquisilí,31426,8,70,-0.8300000000000000,-78.67000000000000,7
Cotopaxi,488716,Sigchos,23277,3,48,-0.7000000000000000,-78.88333299999999,7
El Oro,715751,Arenillas,33473,7,84,-3.550000000000000,-80.06000000000000,7
El Oro,715751,Atahualpa,6436,2,19,-2.900000000000000,-78.93333300000000,7
El Oro,715751,Balsas,9233,3,12,-3.762600000000000,-79.82530000000000,7
El Oro,715751,Chilla,2379,1,11,-3.450000000000000,-79.58000000000000,7
El Oro,715751,El Guabo,63645,20,176,-3.238800000000000,-79.82920000000000,7
El Oro,715751,Huaquillas,60440,16,179,-3.481380000000000,-80.24320700000000,7
El Oro,715751,Las Lajas,4963,2,15,-3.785000000000000,-80.06166700000000,7
El Oro,715751,Machala,289141,187,2036,-3.266667000000000,-79.96666700000000,7
El Oro,715751,Marcabelí,6259,1,17,-3.786000000000001,-79.89780000000000,7
El Oro,715751,Pasaje,87723,34,286,-3.326900000000000,-79.80490000000000,7
El Oro,715751,Piñas,30206,19,182,-3.666667000000000,-79.65000000000001,7
El Oro,715751,Portovelo,14028,3,32,-3.720000000000000,-79.62000000000000,7
El Oro,715751,Santa Rosa,82171,26,232,-3.452222000000000,-79.96166700000001,7
El Oro,715751,Zaruma,25654,8,82,-3.433333000000000,-79.59999999999999,7
Esmeraldas,591083,Atacames,55495,6,97,0.8666670000000000,-79.83333300000000,7
Esmeraldas,591083,Eloy Alfaro,45629,5,37,1.250000000000000,-79,7
Esmeraldas,591083,Esmeraldas,218727,106,964,1.050000000000000,-79.20000000000000,7
Esmeraldas,591083,Muisne,31106,7,43,0.6067000000000000,-80.01830000000000,7
Esmeraldas,591083,Quinindé,145879,41,287,0.3300000000000000,-79.48000000000000,7
Esmeraldas,591083,Rioverde,31475,4,51,1.060200000000000,-79.40440000000000,7
Esmeraldas,591083,San Lorenzo,62772,14,87,1.265800000000000,-78.84139999999999,7
Galápagos,33042,Isabela,3073,1,2,-0.4724000000000000,-90.68110000000000,7
Galápagos,33042,San Cristóbal,9667,2,33,-0.7999999999999999,-89.40000000000001,7
Galápagos,33042,Santa Cruz,20302,1,18,-0.6333330000000000,-90.36666700000001,7
Guayas,4387434,Alfredo Baquerizo Moreno,32110,9,57,-1.916667000000000,-79.51666700000000,7
Guayas,4387434,Balao,26348,9,58,-2.910000000000000,-79.81000000000000,7
Guayas,4387434,Balzar,60260,29,220,-1.360000000000000,-79.90000000000001,7
Guayas,4387434,Colimes,26169,16,67,-1.550000000000000,-80.01666700000000,7
Guayas,4387434,Coronel Marcelino Maridueña,13132,2,21,-2.200000000000000,-79.42000000000000,7
Guayas,4387434,Daule,173684,62,523,-1.866667000000000,-79.98333300000000,7
Guayas,4387434,Durán,315724,64,498,-2.166667000000000,-79.83333300000000,7
Guayas,4387434,El Triunfo,59636,16,140,-2.330000000000000,-79.40000000000001,7
Guayas,4387434,Empalme,86073,23,260,-1.046111000000000,-79.63361100000000,7
Guayas,4387434,General Antonio Elizalde,13156,5,43,-2.200000000000000,-79.17000000000000,7
Guayas,4387434,Guayaquil,2723665,1580,14631,-2.183333000000000,-79.88333299999999,7
Guayas,4387434,Isidro Ayora,14582,4,21,-1.883333000000000,-80.16666700000000,7
Guayas,4387434,Lomas de Sargentillo,24220,4,47,-1.883333000000000,-80.08333300000000,7
Guayas,4387434,Milagro,199835,118,1085,-2.126944000000000,-79.59916699999999,7
Guayas,4387434,Naranjal,95052,25,220,-2.672800000000000,-79.61499999999999,7
Guayas,4387434,Naranjito,43862,12,135,-2.173000000000000,-79.46710000000000,7
Guayas,4387434,Nobol,26444,14,73,-1.916671000000000,-80.01153900000000,7
Guayas,4387434,Palestina,18451,10,52,-1.626300000000000,-79.97700000000000,7
Guayas,4387434,Pedro Carbo,51802,25,192,-1.833333000000000,-80.23333300000000,7
Guayas,4387434,Playas,59628,20,180,-2.623330000000000,-80.38750000000000,7
Guayas,4387434,Salitre,65765,13,177,-1.829444000000000,-79.81555600000000,7
Guayas,4387434,Samborondón,102404,27,233,-2.183333000000000,-79.88333299999999,7
Guayas,4387434,San Jacinto De Yaguachi,78204,22,192,-2.120000000000000,-79.69000000000000,7
Guayas,4387434,Santa Lucía,45004,21,132,-1.713889000000000,-79.98500000000000,7
Guayas,4387434,Simón Bolivar,32224,10,55,-2.156667000000000,-79.88750000000000,7
Imbabura,476257,Antonio Ante,54311,15,130,0.3200000000000000,-78.20999999999999,7
Imbabura,476257,Cotacachi,44203,16,117,0.3000000000000000,-78.26666700000000,7
Imbabura,476257,Ibarra,221149,142,1240,0.3626780000000000,-78.13066700000000,7
Imbabura,476257,Otavalo,125785,45,345,0.2333330000000000,-78.26666700000000,7
Imbabura,476257,Pimampiro,13269,7,51,0.4000000000000000,-77.97000000000000,7
Imbabura,476257,San Miguel de Urcuquí,17540,5,39,0.5200000000000000,-78.20000000000000,7
Loja,521154,Calvas,29565,12,150,-4.320000000000000,-79.56000000000000,7
Loja,521154,Catamayo,35961,12,104,-3.980000000000000,-79.34999999999999,7
Loja,521154,Celica,16160,9,50,-4.102500000000000,-79.95444400000000,7
Loja,521154,Chaguarpamba,6620,0,23,-3.850000000000000,-79.65000000000001,7
Loja,521154,Espíndola,14209,7,49,-4.583056000000000,-79.42694400000001,7
Loja,521154,Gonzanamá,10953,4,52,-4.231389000000000,-79.43527800000000,7
Loja,521154,Loja,274112,138,1410,-3.983333000000001,-79.20000000000000,7
Loja,521154,Macará,20269,9,91,-4.383333000000000,-79.95000000000000,7
Loja,521154,Olmedo,4220,3,17,-3.934000000000000,-79.64800000000000,7
Loja,521154,Paltas,23471,13,126,-4.050000000000002,-79.65000000000001,7
Loja,521154,Pindal,10540,2,27,-4.116100000000000,-80.10760000000001,7
Loja,521154,Puyango,15925,7,59,-3.870000000000000,-80.09000000000000,7
Loja,521154,Quilanga,4197,3,17,-4.298000000000000,-79.39860000000000,7
Loja,521154,Saraguro,33506,9,122,-3.625300000000000,-79.24110000000000,7
Loja,521154,Sozoranga,7121,3,19,-4.327778000000000,-79.78972200000000,7
Loja,521154,Zapotillo,14325,1,32,-4.386360000000002,-80.24360000000000,7
Los Ríos,921763,Baba,43429,17,125,-1.784167000000000,-79.67666699999999,7
Los Ríos,921763,Babahoyo,175281,89,951,-1.800000000000000,-79.53333300000000,7
Los Ríos,921763,Buena Fe,83654,29,240,-0.8985719999999999,-79.48891600000000,7
Los Ríos,921763,Mocache,43316,7,82,-1.183850000000000,-79.50552999999999,7
Los Ríos,921763,Montalvo,28720,11,83,-1.793800000000000,-79.28570000000001,7
Los Ríos,921763,Palenque,23638,8,59,-1.432800000000000,-79.74950000000000,7
Los Ríos,921763,Puebloviejo,44725,8,107,-1.550000000000000,-79.53388900000000,7
Los Ríos,921763,Quevedo,213842,129,1141,-1.033333000000000,-79.45000000000000,7
Los Ríos,921763,Quinsaloma,20428,7,37,-1.206200000000000,-79.31450000000000,7
Los Ríos,921763,Urdaneta,32618,15,114,-1.570556000000000,-79.47111099999999,7
Los Ríos,921763,Valencia,54637,19,85,-0.9525000000000000,-79.35310000000000,7
Los Ríos,921763,Ventanas,75146,24,214,-1.450000000000000,-79.47000000000000,7
Los Ríos,921763,Vinces,82329,28,244,-1.558333000000000,-79.75000000000000,7
Manabí,1562079,Bolívar,45493,12,148,-0.8419440000000000,-80.16194400000001,7
Manabí,1562079,Chone,131002,57,537,-0.6833330000000000,-80.09999999999999,7
Manabí,1562079,El Carmen,111344,35,292,-1.314700000000000,-80.01690000000001,7
Manabí,1562079,Flavio Alfaro,23822,8,83,-0.4054000000000000,-79.90580000000000,7
Manabí,1562079,Jama,26116,1,30,-0.2014000000000000,-80.26590000000000,7
Manabí,1562079,Jaramijó,28439,4,30,-0.9487300000000000,-80.63630000000001,7
Manabí,1562079,Jipijapa,74645,31,328,-1.333330000000000,-80.58329999999999,7
Manabí,1562079,Junín,18820,8,55,-0.9291600000000000,-80.20569000000000,7
Manabí,1562079,Manta,264281,121,1508,-0.9500220000000000,-80.71620000000000,7
Manabí,1562079,Montecristi,107785,14,168,-1.033330000000000,-80.65000000000001,7
Manabí,1562079,Olmedo,10194,1,29,-1.396111000000000,-80.20611100000001,7
Manabí,1562079,Paján,37093,13,115,-1.570000000000000,-80.42000000000000,7
Manabí,1562079,Pedernales,63441,18,134,0.07010000000000001,-80.05360000000000,7
Manabí,1562079,Pichincha,29599,6,60,-1.047300000000000,-79.81860000000000,7
Manabí,1562079,Portoviejo,321800,162,1776,-1.056181000000000,-80.45521700000000,7
Manabí,1562079,Puerto López,24688,7,62,-1.566667000000000,-80.81666700000000,7
Manabí,1562079,Rocafuerte,37312,9,116,-0.9200000000000000,-80.45999999999999,7
Manabí,1562079,San Vicente,24799,7,48,-0.5892999999999999,-80.40880000000000,7
Manabí,1562079,Santa Ana,48152,12,127,-1.206900000000000,-80.37090000000001,7
Manabí,1562079,Sucre,62443,28,261,-0.6000000000000000,-80.41666700000000,7
Manabí,1562079,Tosagua,42297,15,111,-0.7800000000000000,-80.26000000000001,7
Manabí,1562079,Veinticuatro de Mayo,28514,14,93,-1.278889000000000,-80.42000000000000,7
Morona Santiago,196535,Gualaquiza,19555,7,63,-3.380000000000000,-78.58000000000000,7
Morona Santiago,196535,Huamboya,12382,2,16,-1.785000000000000,-78.23194400000000,7
Morona Santiago,196535,Limón Indanza,10349,2,21,-2.966250000000000,-78.43052800000000,7
Morona Santiago,196535,Logroño,7643,1,9,-2.624800000000000,-78.18960000000000,7
Morona Santiago,196535,Morona,58281,17,143,-2.300000000000000,-78.11666700000001,7
Morona Santiago,196535,Pablo Sexto,2897,0,5,-1.803056000000000,-77.92111100000000,7
Morona Santiago,196535,Palora,7719,0,14,-1.700000000000000,-77.94000000000000,7
Morona Santiago,196535,San Juan Bosco,4985,2,13,-3.092300000000000,-78.51320000000000,7
Morona Santiago,196535,Santiago,11087,4,20,-3.429800000000000,-78.56560000000000,7
Morona Santiago,196535,Sucúa,23823,5,37,-2.460000000000000,-78.17000000000000,7
Morona Santiago,196535,Taisha,26773,3,26,-2.339950000000000,-77.45808000000000,7
Morona Santiago,196535,Tiwintza,11041,1,13,-2.917670000000000,-77.80170000000000,7
Napo,133705,Archidona,33068,11,60,-0.9166670000000000,-77.78333300000000,7
Napo,133705,Carlos Julio Arosemena Tola,4466,3,10,-1.166667000000000,-77.84999999999999,7
Napo,133705,El Chaco,10142,2,10,-0.3402780000000000,-77.80888899999999,7
Napo,133705,Quijos,6847,3,32,-0.4636110000000000,-77.89277800000001,7
Napo,133705,Tena,79182,33,243,-0.9890000000000000,-77.81590000000000,7
Orellana,161338,Aguarico,3629,1,17,-0.9211110000000000,-75.39916700000001,7
Orellana,161338,La Joya de los Sachas,39352,5,60,-0.3000000000000000,-76.84999999999999,7
Orellana,161338,Loreto,24579,13,53,-0.6904000000000000,-77.30830000000000,7
Orellana,161338,Orellana,93778,33,233,-0.4666670000000000,-76.96666700000000,7
Pastaza,114202,Arajuno,8128,3,13,-1.234370000000000,-77.68750000000000,7
Pastaza,114202,Mera,17547,1,26,-1.460000000000000,-78.09000000000000,7
Pastaza,114202,Pastaza,84377,30,251,-1.066667000000000,-78.00111099999999,7
Pastaza,114202,Santa Clara,4150,1,4,-1.267100000000000,-77.88820000000000,7
Pichincha,3228233,Cayambe,107660,47,250,0.04388900000000000,-78.15610000000000,7
Pichincha,3228233,Mejía,108167,31,250,-0.5101000000000000,-78.56980000000000,7
Pichincha,3228233,Pedro Moncayo,43281,10,79,0.04369700000000000,-78.34923999999999,7
Pichincha,3228233,Pedro Vicente Maldonado,17171,2,25,0.1666670000000000,-79,7
Pichincha,3228233,Puerto Quito,24911,8,58,0.1170000000000000,-79.26400000000000,7
Pichincha,3228233,Quito,2781641,1533,12422,-0.2186110000000000,-78.50972200000000,7
Pichincha,3228233,Rumiñahui,115433,49,364,-0.3345000000000000,-78.44750000000001,7
Pichincha,3228233,San Miguel de Los Bancos,29969,3,33,0.02300000000000000,-78.89200000000000,7
Santa Elena,401178,La Libertad,117767,27,239,-2.233333000000000,-80.90000000000001,7
Santa Elena,401178,Salinas,94590,35,270,-2.216667000000000,-80.95000000000000,7
Santa Elena,401178,Santa Elena,188821,81,725,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,511151,La Concordia,52571,9,102,0.002300000000000000,-79.38460000000001,7
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,193,2001,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,230503,Cascales,15882,2,19,-0.06750000000000000,-77.21694400000000,7
Sucumbíos,230503,Cuyabeno,7154,4,16,-0.1288890000000000,-76.41388900000000,7
Sucumbíos,230503,Gonzalo Pizarro,10007,2,20,0.04700000000000000,-77.32280000000000,7
Sucumbíos,230503,Lago Agrio,119594,52,463,0.08472200000000002,-76.88277800000000,7
Sucumbíos,230503,Putumayo,16106,0,8,0.1000000000000000,-75.84999999999999,7
Sucumbíos,230503,Shushufindi,57949,15,88,-0.1871000000000000,-76.64500000000000,7
Sucumbíos,230503,Sucumbíos,3811,1,7,0.4592000000000000,-77.52300000000000,7
Tungurahua,590600,Ambato,387309,209,2256,-1.241667000000000,-78.61972200000000,7
Tungurahua,590600,Baños,25043,8,59,-1.396389000000000,-78.42472200000000,7
Tungurahua,590600,Cevallos,9936,2,35,-1.350000000000000,-78.61666700000001,7
Tungurahua,590600,Mocha,7336,1,30,-1.416667000000000,-78.66666700000000,7
Tungurahua,590600,Patate,15825,10,39,-1.316667000000000,-78.51666700000000,7
Tungurahua,590600,Pelileo,66836,26,184,-1.327500000000000,-78.54083300000001,7
Tungurahua,590600,Píllaro,43371,14,130,-1.175833000000000,-78.55527800000000,7
Tungurahua,590600,Quero,20627,8,73,-1.379300000000000,-78.60700000000000,7
Tungurahua,590600,Tisaleo,14317,3,28,-1.350000000000000,-78.66666700000000,7
Zamora Chinchipe,120416,Centinela del Cóndor,8313,1,14,-3.894910000000000,-78.78140999999999,7
Zamora Chinchipe,120416,Chinchipe,10679,2,37,-4.862800000000000,-79.13280000000000,7
Zamora Chinchipe,120416,El Pangui,10945,2,26,-3.624900000000000,-78.58710000000001,7
Zamora Chinchipe,120416,Nangaritza,8014,0,7,-4.048333000000000,-78.68222200000000,7
Zamora Chinchipe,120416,Palanda,10144,0,11,-4.649800000000000,-79.13209999999999,7
Zamora Chinchipe,120416,Paquisha,5992,1,14,-3.932750000000000,-78.67426000000000,7
Zamora Chinchipe,120416,Yacuambi,7121,2,14,-3.634440000000000,-78.92810000000000,7
Zamora Chinchipe,120416,Yantzaza,26447,5,81,-3.850000000000000,-78.75000000000000,7
Zamora Chinchipe,120416,Zamora,32761,9,87,-4.120000000000000,-78.80000000000000,7
Azuay,881394,Camilo Ponce Enríquez,36423,6,63,-3.050000000000000,-79.73333300000000,8
Azuay,881394,Chordeleg,15176,4,43,-2.933333000000000,-78.76666700000000,8
Azuay,881394,Cuenca,636996,313,3144,-2.897414000000000,-79.00448100000000,8
Azuay,881394,El Pan,3091,2,13,-2.786111000000000,-78.66500000000001,8
Azuay,881394,Girón,13037,2,94,-3.159028000000000,-79.14756800000001,8
Azuay,881394,Guachapala,3859,0,9,-2.769000000000000,-78.70900000000000,8
Azuay,881394,Gualaceo,49104,17,191,-2.900000000000000,-78.78333300000000,8
Azuay,881394,Nabón,17292,9,75,-3.336060000000000,-79.06368000000001,8
Azuay,881394,Oña,4128,3,17,-3.469640000000000,-79.15431000000000,8
Azuay,881394,Paute,29214,8,103,-2.781800000000000,-78.76000000000001,8
Azuay,881394,Pucará,10584,3,43,-3.233780000000000,-79.46120000000001,8
Azuay,881394,San Fernando,4156,0,19,-3.144500000000000,-79.25200000000000,8
Azuay,881394,Santa Isabel,20935,9,92,-3.274170000000000,-79.31560000000000,8
Azuay,881394,Sevilla de Oro,6890,5,19,-2.799833000000000,-78.65569400000000,8
Azuay,881394,Sígsig,30509,15,143,-3.089700000000000,-78.80320000000000,8
Bolívar,209933,Caluma,16429,9,53,-1.633330000000000,-79.25000000000000,8
Bolívar,209933,Chillanes,16850,10,83,-1.933333000000000,-79.06666700000000,8
Bolívar,209933,Chimbo,17378,6,55,-1.700000000000000,-79.01666700000000,8
Bolívar,209933,Echeandía,14081,8,52,-1.433330000000000,-79.26667000000000,8
Bolívar,209933,Guaranda,108763,40,451,-1.605556000000000,-79.00305600000000,8
Bolívar,209933,Las Naves,7428,1,21,-1.283330000000000,-79.30000000000000,8
Bolívar,209933,San Miguel,29004,13,141,-1.700000000000000,-79.03333300000000,8
Carchi,186869,Bolivar,15528,5,54,0.5070990000000000,-77.86245400000000,8
Carchi,186869,Espejo,13817,10,69,0.6210000000000000,-77.94000000000000,8
Carchi,186869,Mira,11969,6,48,0.5538999999999998,-78.04930000000000,8
Carchi,186869,Montúfar,34229,15,106,0.6100000000000000,-77.84000000000000,8
Carchi,186869,San Pedro de Huaca,8931,4,32,0.6311110000000000,-77.72527800000000,8
Carchi,186869,Tulcán,102395,38,509,0.8121800000000000,-77.71633000000000,8
Cañar,281396,Azogues,86276,55,506,-2.733333000000000,-78.83333300000000,8
Cañar,281396,Biblían,23741,8,69,-2.710000000000000,-78.88000000000000,8
Cañar,281396,Cañar,68747,24,199,-2.483700000000000,-78.97839999999999,8
Cañar,281396,Déleg,6782,2,31,-2.772600000000000,-78.91830000000000,8
Cañar,281396,El Tambo,12462,4,30,-2.508100000000000,-78.92489999999999,8
Cañar,281396,La Troncal,76872,18,256,-2.400000000000000,-79.33000000000000,8
Cañar,281396,Suscal,6516,0,19,-2.436400000000000,-79.05220000000000,8
Chimborazo,524004,Alausí,45054,17,151,-2.200000000000000,-78.84999999999999,8
Chimborazo,524004,Chambo,13378,7,53,-1.733333000000000,-78.58333300000000,8
Chimborazo,524004,Chunchi,12795,4,56,-2.283333000000000,-78.91666700000000,8
Chimborazo,524004,Colta,44838,14,177,-1.700000000000000,-78.75000000000000,8
Chimborazo,524004,Cumandá,17973,7,51,-2.200000000000000,-79.13333299999999,8
Chimborazo,524004,Guamote,58291,11,168,-1.933333000000000,-78.71666700000000,8
Chimborazo,524004,Guano,48395,19,144,-1.583333000000000,-78.63333299999999,8
Chimborazo,524004,Pallatanga,12277,6,41,-1.983333000000000,-78.95000000000000,8
Chimborazo,524004,Penipe,6955,4,28,-1.557300000000000,-78.53959999999999,8
Chimborazo,524004,Riobamba,264048,139,1586,-1.674347000000000,-78.64829400000001,8
Cotopaxi,488716,La Maná,56905,19,142,-0.9300000000000000,-79.22000000000000,8
Cotopaxi,488716,Latacunga,205624,98,1308,-0.9333330000000000,-78.61666700000001,8
Cotopaxi,488716,Pangua,24612,8,78,-1.133333000000000,-79.06666700000000,8
Cotopaxi,488716,Pujilí,79772,19,196,-0.9500000000000000,-78.69000000000000,8
Cotopaxi,488716,Salcedo,67100,21,218,-1.050000000000000,-78.58333300000000,8
Cotopaxi,488716,Saquisilí,31426,7,77,-0.8300000000000000,-78.67000000000000,8
Cotopaxi,488716,Sigchos,23277,8,56,-0.7000000000000000,-78.88333299999999,8
El Oro,715751,Arenillas,33473,10,94,-3.550000000000000,-80.06000000000000,8
El Oro,715751,Atahualpa,6436,3,22,-2.900000000000000,-78.93333300000000,8
El Oro,715751,Balsas,9233,2,14,-3.762600000000000,-79.82530000000000,8
El Oro,715751,Chilla,2379,0,11,-3.450000000000000,-79.58000000000000,8
El Oro,715751,El Guabo,63645,21,197,-3.238800000000000,-79.82920000000000,8
El Oro,715751,Huaquillas,60440,14,193,-3.481380000000000,-80.24320700000000,8
El Oro,715751,Las Lajas,4963,2,17,-3.785000000000000,-80.06166700000000,8
El Oro,715751,Machala,289141,205,2241,-3.266667000000000,-79.96666700000000,8
El Oro,715751,Marcabelí,6259,2,19,-3.786000000000001,-79.89780000000000,8
El Oro,715751,Pasaje,87723,29,315,-3.326900000000000,-79.80490000000000,8
El Oro,715751,Piñas,30206,13,195,-3.666667000000000,-79.65000000000001,8
El Oro,715751,Portovelo,14028,3,35,-3.720000000000000,-79.62000000000000,8
El Oro,715751,Santa Rosa,82171,26,258,-3.452222000000000,-79.96166700000001,8
El Oro,715751,Zaruma,25654,12,94,-3.433333000000000,-79.59999999999999,8
Esmeraldas,591083,Atacames,55495,7,104,0.8666670000000000,-79.83333300000000,8
Esmeraldas,591083,Eloy Alfaro,45629,10,47,1.250000000000000,-79,8
Esmeraldas,591083,Esmeraldas,218727,96,1060,1.050000000000000,-79.20000000000000,8
Esmeraldas,591083,Muisne,31106,10,53,0.6067000000000000,-80.01830000000000,8
Esmeraldas,591083,Quinindé,145879,25,312,0.3300000000000000,-79.48000000000000,8
Esmeraldas,591083,Rioverde,31475,5,56,1.060200000000000,-79.40440000000000,8
Esmeraldas,591083,San Lorenzo,62772,14,101,1.265800000000000,-78.84139999999999,8
Galápagos,33042,Isabela,3073,1,3,-0.4724000000000000,-90.68110000000000,8
Galápagos,33042,San Cristóbal,9667,4,37,-0.7999999999999999,-89.40000000000001,8
Galápagos,33042,Santa Cruz,20302,2,20,-0.6333330000000000,-90.36666700000001,8
Guayas,4387434,Alfredo Baquerizo Moreno,32110,5,62,-1.916667000000000,-79.51666700000000,8
Guayas,4387434,Balao,26348,5,63,-2.910000000000000,-79.81000000000000,8
Guayas,4387434,Balzar,60260,20,240,-1.360000000000000,-79.90000000000001,8
Guayas,4387434,Colimes,26169,8,75,-1.550000000000000,-80.01666700000000,8
Guayas,4387434,Coronel Marcelino Maridueña,13132,3,24,-2.200000000000000,-79.42000000000000,8
Guayas,4387434,Daule,173684,49,572,-1.866667000000000,-79.98333300000000,8
Guayas,4387434,Durán,315724,54,552,-2.166667000000000,-79.83333300000000,8
Guayas,4387434,El Triunfo,59636,21,161,-2.330000000000000,-79.40000000000001,8
Guayas,4387434,Empalme,86073,25,285,-1.046111000000000,-79.63361100000000,8
Guayas,4387434,General Antonio Elizalde,13156,0,43,-2.200000000000000,-79.17000000000000,8
Guayas,4387434,Guayaquil,2723665,1459,16090,-2.183333000000000,-79.88333299999999,8
Guayas,4387434,Isidro Ayora,14582,2,23,-1.883333000000000,-80.16666700000000,8
Guayas,4387434,Lomas de Sargentillo,24220,9,56,-1.883333000000000,-80.08333300000000,8
Guayas,4387434,Milagro,199835,89,1174,-2.126944000000000,-79.59916699999999,8
Guayas,4387434,Naranjal,95052,19,239,-2.672800000000000,-79.61499999999999,8
Guayas,4387434,Naranjito,43862,6,141,-2.173000000000000,-79.46710000000000,8
Guayas,4387434,Nobol,26444,8,81,-1.916671000000000,-80.01153900000000,8
Guayas,4387434,Palestina,18451,6,58,-1.626300000000000,-79.97700000000000,8
Guayas,4387434,Pedro Carbo,51802,21,213,-1.833333000000000,-80.23333300000000,8
Guayas,4387434,Playas,59628,19,199,-2.623330000000000,-80.38750000000000,8
Guayas,4387434,Salitre,65765,29,206,-1.829444000000000,-79.81555600000000,8
Guayas,4387434,Samborondón,102404,18,251,-2.183333000000000,-79.88333299999999,8
Guayas,4387434,San Jacinto De Yaguachi,78204,16,208,-2.120000000000000,-79.69000000000000,8
Guayas,4387434,Santa Lucía,45004,22,154,-1.713889000000000,-79.98500000000000,8
Guayas,4387434,Simón Bolivar,32224,7,62,-2.156667000000000,-79.88750000000000,8
Imbabura,476257,Antonio Ante,54311,15,145,0.3200000000000000,-78.20999999999999,8
Imbabura,476257,Cotacachi,44203,9,126,0.3000000000000000,-78.26666700000000,8
Imbabura,476257,Ibarra,221149,109,1349,0.3626780000000000,-78.13066700000000,8
Imbabura,476257,Otavalo,125785,44,389,0.2333330000000000,-78.26666700000000,8
Imbabura,476257,Pimampiro,13269,4,55,0.4000000000000000,-77.97000000000000,8
Imbabura,476257,San Miguel de Urcuquí,17540,7,46,0.5200000000000000,-78.20000000000000,8
Loja,521154,Calvas,29565,16,166,-4.320000000000000,-79.56000000000000,8
Loja,521154,Catamayo,35961,13,117,-3.980000000000000,-79.34999999999999,8
Loja,521154,Celica,16160,4,54,-4.102500000000000,-79.95444400000000,8
Loja,521154,Chaguarpamba,6620,1,24,-3.850000000000000,-79.65000000000001,8
Loja,521154,Espíndola,14209,7,56,-4.583056000000000,-79.42694400000001,8
Loja,521154,Gonzanamá,10953,4,56,-4.231389000000000,-79.43527800000000,8
Loja,521154,Loja,274112,138,1548,-3.983333000000001,-79.20000000000000,8
Loja,521154,Macará,20269,3,94,-4.383333000000000,-79.95000000000000,8
Loja,521154,Olmedo,4220,2,19,-3.934000000000000,-79.64800000000000,8
Loja,521154,Paltas,23471,7,133,-4.050000000000002,-79.65000000000001,8
Loja,521154,Pindal,10540,2,29,-4.116100000000000,-80.10760000000001,8
Loja,521154,Puyango,15925,8,67,-3.870000000000000,-80.09000000000000,8
Loja,521154,Quilanga,4197,2,19,-4.298000000000000,-79.39860000000000,8
Loja,521154,Saraguro,33506,18,140,-3.625300000000000,-79.24110000000000,8
Loja,521154,Sozoranga,7121,2,21,-4.327778000000000,-79.78972200000000,8
Loja,521154,Zapotillo,14325,3,35,-4.386360000000002,-80.24360000000000,8
Los Ríos,921763,Baba,43429,13,138,-1.784167000000000,-79.67666699999999,8
Los Ríos,921763,Babahoyo,175281,83,1034,-1.800000000000000,-79.53333300000000,8
Los Ríos,921763,Buena Fe,83654,24,264,-0.8985719999999999,-79.48891600000000,8
Los Ríos,921763,Mocache,43316,14,96,-1.183850000000000,-79.50552999999999,8
Los Ríos,921763,Montalvo,28720,4,87,-1.793800000000000,-79.28570000000001,8
Los Ríos,921763,Palenque,23638,6,65,-1.432800000000000,-79.74950000000000,8
Los Ríos,921763,Puebloviejo,44725,9,116,-1.550000000000000,-79.53388900000000,8
Los Ríos,921763,Quevedo,213842,118,1259,-1.033333000000000,-79.45000000000000,8
Los Ríos,921763,Quinsaloma,20428,4,41,-1.206200000000000,-79.31450000000000,8
Los Ríos,921763,Urdaneta,32618,15,129,-1.570556000000000,-79.47111099999999,8
Los Ríos,921763,Valencia,54637,11,96,-0.9525000000000000,-79.35310000000000,8
Los Ríos,921763,Ventanas,75146,40,254,-1.450000000000000,-79.47000000000000,8
Los Ríos,921763,Vinces,82329,28,272,-1.558333000000000,-79.75000000000000,8
